항목ID,항목코드,항목코드명,,,
J_17_08_010#1,5, 신문 광고,,,
J_17_08_010#1,6, 잡지 광고,,,
J_17_08_010#1,7, 인터넷/모바일 광고,,,
J_17_08_010#1,8, 옥외/대중교통 광고,,,
J_17_08_010#1,9, 매장 내 광고/진열/점원,,,
J_17_08_010#1,10, 관련 기사 및 뉴스,,,
J_17_08_010#1,11, 인터넷 후기/리뷰,,,
J_17_08_010#1,12, 주변 사람의 추천,,,
J_17_08_010#1,98, 기타,,,
J_17_08_010#1,99, 없음,,,
J_17_08_010#2,1, 지상파채널 TV광고,,,
J_17_08_010#2,2, 케이블/종편채널 TV광고,,,
J_17_08_010#2,3, TV VOD 광고,,,
J_17_08_010#2,4, 라디오 광고,,,
J_17_08_010#2,5, 신문 광고,,,
J_17_08_010#2,6, 잡지 광고,,,
J_17_08_010#2,7, 인터넷/모바일 광고,,,
J_17_08_010#2,8, 옥외/대중교통 광고,,,
J_17_08_010#2,9, 매장 내 광고/진열/점원,,,
J_17_08_010#2,10, 관련 기사 및 뉴스,,,
J_17_08_010#2,11, 인터넷 후기/리뷰,,,
J_17_08_010#2,12, 주변 사람의 추천,,,
J_17_08_010#2,98, 기타,,,
J_17_08_010#2,99, 없음,,,
J_17_08_010#3,1, 지상파채널 TV광고,,,
J_17_08_010#3,2, 케이블/종편채널 TV광고,,,
J_17_08_010#3,3, TV VOD 광고,,,
J_17_08_010#3,4, 라디오 광고,,,
J_17_08_010#3,5, 신문 광고,,,
J_17_08_010#3,6, 잡지 광고,,,
J_17_08_010#3,7, 인터넷/모바일 광고,,,
J_17_08_010#3,8, 옥외/대중교통 광고,,,
J_17_08_010#3,9, 매장 내 광고/진열/점원,,,
J_17_08_010#3,10, 관련 기사 및 뉴스,,,
J_17_08_010#3,11, 인터넷 후기/리뷰,,,
J_17_08_010#3,12, 주변 사람의 추천,,,
J_17_08_010#3,98, 기타,,,
J_17_08_010#3,99, 없음,,,
J_17_08_010#4,1, 지상파채널 TV광고,,,
J_17_08_010#4,2, 케이블/종편채널 TV광고,,,
J_17_08_010#4,3, TV VOD 광고,,,
J_17_08_010#4,4, 라디오 광고,,,
J_17_08_010#4,5, 신문 광고,,,
J_17_08_010#4,6, 잡지 광고,,,
J_17_08_010#4,7, 인터넷/모바일 광고,,,
J_17_08_010#4,8, 옥외/대중교통 광고,,,
J_17_08_010#4,9, 매장 내 광고/진열/점원,,,
J_17_08_010#4,10, 관련 기사 및 뉴스,,,
J_17_08_010#4,11, 인터넷 후기/리뷰,,,
J_17_08_010#4,12, 주변 사람의 추천,,,
J_17_08_010#4,98, 기타,,,
J_17_08_010#4,99, 없음,,,
J_17_08_010#5,1, 지상파채널 TV광고,,,
J_17_08_010#5,2, 케이블/종편채널 TV광고,,,
J_17_08_010#5,3, TV VOD 광고,,,
J_17_08_010#5,4, 라디오 광고,,,
J_17_08_010#5,5, 신문 광고,,,
J_17_08_010#5,6, 잡지 광고,,,
J_17_08_010#5,7, 인터넷/모바일 광고,,,
J_17_08_010#5,8, 옥외/대중교통 광고,,,
J_17_08_010#5,9, 매장 내 광고/진열/점원,,,
J_17_08_010#5,10, 관련 기사 및 뉴스,,,
J_17_08_010#5,11, 인터넷 후기/리뷰,,,
J_17_08_010#5,12, 주변 사람의 추천,,,
J_17_08_010#5,98, 기타,,,
J_17_08_010#5,99, 없음,,,
J_17_08_010#6,1, 지상파채널 TV광고,,,
J_17_08_010#6,2, 케이블/종편채널 TV광고,,,
J_17_08_010#6,3, TV VOD 광고,,,
J_17_08_010#6,4, 라디오 광고,,,
J_17_08_010#6,5, 신문 광고,,,
J_17_08_010#6,6, 잡지 광고,,,
J_17_08_010#6,7, 인터넷/모바일 광고,,,
J_17_08_010#6,8, 옥외/대중교통 광고,,,
J_17_08_010#6,9, 매장 내 광고/진열/점원,,,
J_17_08_010#6,10, 관련 기사 및 뉴스,,,
J_17_08_010#6,11, 인터넷 후기/리뷰,,,
J_17_08_010#6,12, 주변 사람의 추천,,,
J_17_08_010#6,98, 기타,,,
J_17_08_010#6,99, 없음,,,
J_17_08_010#7,1, 지상파채널 TV광고,,,
J_17_08_010#7,2, 케이블/종편채널 TV광고,,,
J_17_08_010#7,3, TV VOD 광고,,,
J_17_08_010#7,4, 라디오 광고,,,
J_17_08_010#7,5, 신문 광고,,,
J_17_08_010#7,6, 잡지 광고,,,
J_17_08_010#7,7, 인터넷/모바일 광고,,,
J_17_08_010#7,8, 옥외/대중교통 광고,,,
J_17_08_010#7,9, 매장 내 광고/진열/점원,,,
J_17_08_010#7,10, 관련 기사 및 뉴스,,,
J_17_08_010#7,11, 인터넷 후기/리뷰,,,
J_17_08_010#7,12, 주변 사람의 추천,,,
J_17_08_010#7,98, 기타,,,
J_17_08_010#7,99, 없음,,,
J_17_08_010#8,1, 지상파채널 TV광고,,,
J_17_08_010#8,2, 케이블/종편채널 TV광고,,,
J_17_08_010#8,3, TV VOD 광고,,,
J_17_08_010#8,4, 라디오 광고,,,
J_17_08_010#8,5, 신문 광고,,,
J_17_08_010#8,6, 잡지 광고,,,
J_17_08_010#8,7, 인터넷/모바일 광고,,,
J_17_08_010#8,8, 옥외/대중교통 광고,,,
J_17_08_010#8,9, 매장 내 광고/진열/점원,,,
J_17_08_010#8,10, 관련 기사 및 뉴스,,,
J_17_08_010#8,11, 인터넷 후기/리뷰,,,
J_17_08_010#8,12, 주변 사람의 추천,,,
J_17_08_010#8,98, 기타,,,
J_17_08_010#8,99, 없음,,,
J_17_08_010#9,1, 지상파채널 TV광고,,,
J_17_08_010#9,2, 케이블/종편채널 TV광고,,,
J_17_08_010#9,3, TV VOD 광고,,,
J_17_08_010#9,4, 라디오 광고,,,
J_17_08_010#9,5, 신문 광고,,,
J_17_08_010#9,6, 잡지 광고,,,
J_17_08_010#9,7, 인터넷/모바일 광고,,,
J_17_08_010#9,8, 옥외/대중교통 광고,,,
J_17_08_010#9,9, 매장 내 광고/진열/점원,,,
J_17_08_010#9,10, 관련 기사 및 뉴스,,,
J_17_08_010#9,11, 인터넷 후기/리뷰,,,
J_17_08_010#9,12, 주변 사람의 추천,,,
J_17_08_010#9,98, 기타,,,
J_17_08_010#9,99, 없음,,,
J_17_08_010#10,1, 지상파채널 TV광고,,,
J_17_08_010#10,2, 케이블/종편채널 TV광고,,,
J_17_08_010#10,3, TV VOD 광고,,,
J_17_08_010#10,4, 라디오 광고,,,
J_17_08_010#10,5, 신문 광고,,,
J_17_08_010#10,6, 잡지 광고,,,
J_17_08_010#10,7, 인터넷/모바일 광고,,,
J_17_08_010#10,8, 옥외/대중교통 광고,,,
J_17_08_010#10,9, 매장 내 광고/진열/점원,,,
J_17_08_010#10,10, 관련 기사 및 뉴스,,,
J_17_08_010#10,11, 인터넷 후기/리뷰,,,
J_17_08_010#10,12, 주변 사람의 추천,,,
J_17_08_010#10,98, 기타,,,
J_17_08_010#10,99, 없음,,,
J_17_08_010#11,1, 지상파채널 TV광고,,,
J_17_08_010#11,2, 케이블/종편채널 TV광고,,,
J_17_08_010#11,3, TV VOD 광고,,,
J_17_08_010#11,4, 라디오 광고,,,
J_17_08_010#11,5, 신문 광고,,,
J_17_08_010#11,6, 잡지 광고,,,
J_17_08_010#11,7, 인터넷/모바일 광고,,,
J_17_08_010#11,8, 옥외/대중교통 광고,,,
J_17_08_010#11,9, 매장 내 광고/진열/점원,,,
J_17_08_010#11,10, 관련 기사 및 뉴스,,,
J_17_08_010#11,11, 인터넷 후기/리뷰,,,
J_17_08_010#11,12, 주변 사람의 추천,,,
J_17_08_010#11,98, 기타,,,
J_17_08_010#11,99, 없음,,,
J_17_08_010#12,1, 지상파채널 TV광고,,,
J_17_08_010#12,2, 케이블/종편채널 TV광고,,,
J_17_08_010#12,3, TV VOD 광고,,,
J_17_08_010#12,4, 라디오 광고,,,
J_17_08_010#12,5, 신문 광고,,,
J_17_08_010#12,6, 잡지 광고,,,
J_17_08_010#12,7, 인터넷/모바일 광고,,,
J_17_08_010#12,8, 옥외/대중교통 광고,,,
J_17_08_010#12,9, 매장 내 광고/진열/점원,,,
J_17_08_010#12,10, 관련 기사 및 뉴스,,,
J_17_08_010#12,11, 인터넷 후기/리뷰,,,
J_17_08_010#12,12, 주변 사람의 추천,,,
J_17_08_010#12,98, 기타,,,
J_17_08_010#12,99, 없음,,,
J_17_08_010#13,1, 지상파채널 TV광고,,,
J_17_08_010#13,2, 케이블/종편채널 TV광고,,,
J_17_08_010#13,3, TV VOD 광고,,,
J_17_08_010#13,4, 라디오 광고,,,
J_17_08_010#13,5, 신문 광고,,,
J_17_08_010#13,6, 잡지 광고,,,
J_17_08_010#13,7, 인터넷/모바일 광고,,,
J_17_08_010#13,8, 옥외/대중교통 광고,,,
J_17_08_010#13,9, 매장 내 광고/진열/점원,,,
J_17_08_010#13,10, 관련 기사 및 뉴스,,,
J_17_08_010#13,11, 인터넷 후기/리뷰,,,
J_17_08_010#13,12, 주변 사람의 추천,,,
J_17_08_010#13,98, 기타,,,
J_17_08_010#13,99, 없음,,,
J_17_08_012#1,1,지상파채널 TV광고,,,
J_17_08_012#1,2,케이블/종편채널 TV광고,,,
J_17_08_012#1,3,TV VOD 광고,,,
J_17_08_012#1,4,라디오 광고,,,
J_17_08_012#1,5,신문 광고,,,
J_17_08_012#1,6,잡지 광고,,,
J_17_08_012#1,7,인터넷/모바일 광고,,,
J_17_08_012#1,8,옥외/대중교통 광고,,,
J_17_08_012#1,9,매장 내 광고/진열/점원,,,
J_17_08_012#1,10,관련 기사 및 뉴스,,,
J_17_08_012#1,11,인터넷 후기/리뷰,,,
J_17_08_012#1,12,주변 사람의 추천,,,
J_17_08_012#1,98,기타,,,
J_17_08_012#1,99,없음,,,
J_17_08_012#2,1,지상파채널 TV광고,,,
J_17_08_012#2,2,케이블/종편채널 TV광고,,,
J_17_08_012#2,3,TV VOD 광고,,,
J_17_08_012#2,4,라디오 광고,,,
J_17_08_012#2,5,신문 광고,,,
J_17_08_012#2,6,잡지 광고,,,
J_17_08_012#2,7,인터넷/모바일 광고,,,
J_17_08_012#2,8,옥외/대중교통 광고,,,
J_17_08_012#2,9,매장 내 광고/진열/점원,,,
J_17_08_012#2,10,관련 기사 및 뉴스,,,
J_17_08_012#2,11,인터넷 후기/리뷰,,,
J_17_08_012#2,12,주변 사람의 추천,,,
J_17_08_012#2,98,기타,,,
J_17_08_012#2,99,없음,,,
J_17_08_012#3,1,지상파채널 TV광고,,,
J_17_08_012#3,2,케이블/종편채널 TV광고,,,
J_17_08_012#3,3,TV VOD 광고,,,
J_17_08_012#3,4,라디오 광고,,,
J_17_08_012#3,5,신문 광고,,,
J_17_08_012#3,6,잡지 광고,,,
J_17_08_012#3,7,인터넷/모바일 광고,,,
J_17_08_012#3,8,옥외/대중교통 광고,,,
J_17_08_012#3,9,매장 내 광고/진열/점원,,,
J_17_08_012#3,10,관련 기사 및 뉴스,,,
J_17_08_012#3,11,인터넷 후기/리뷰,,,
J_17_08_012#3,12,주변 사람의 추천,,,
J_17_08_012#3,98,기타,,,
J_17_08_012#3,99,없음,,,
J_17_08_012#4,1,지상파채널 TV광고,,,
J_17_08_012#4,2,케이블/종편채널 TV광고,,,
J_17_08_012#4,3,TV VOD 광고,,,
J_17_08_012#4,4,라디오 광고,,,
J_17_08_012#4,5,신문 광고,,,
J_17_08_012#4,6,잡지 광고,,,
J_17_08_012#4,7,인터넷/모바일 광고,,,
J_17_08_012#4,8,옥외/대중교통 광고,,,
J_17_08_012#4,9,매장 내 광고/진열/점원,,,
J_17_08_012#4,10,관련 기사 및 뉴스,,,
J_17_08_012#4,11,인터넷 후기/리뷰,,,
J_17_08_012#4,12,주변 사람의 추천,,,
J_17_08_012#4,98,기타,,,
J_17_08_012#4,99,없음,,,
J_17_08_012#5,1,지상파채널 TV광고,,,
J_17_08_012#5,2,케이블/종편채널 TV광고,,,
J_17_08_012#5,3,TV VOD 광고,,,
J_17_08_012#5,4,라디오 광고,,,
J_17_08_012#5,5,신문 광고,,,
J_17_08_012#5,6,잡지 광고,,,
J_17_08_012#5,7,인터넷/모바일 광고,,,
J_17_08_012#5,8,옥외/대중교통 광고,,,
J_17_08_012#5,9,매장 내 광고/진열/점원,,,
J_17_08_012#5,10,관련 기사 및 뉴스,,,
J_17_08_012#5,11,인터넷 후기/리뷰,,,
J_17_08_012#5,12,주변 사람의 추천,,,
J_17_08_012#5,98,기타,,,
J_17_08_012#5,99,없음,,,
J_17_08_012#6,1,지상파채널 TV광고,,,
J_17_08_012#6,2,케이블/종편채널 TV광고,,,
J_17_08_012#6,3,TV VOD 광고,,,
J_17_08_012#6,4,라디오 광고,,,
J_17_08_012#6,5,신문 광고,,,
J_17_08_012#6,6,잡지 광고,,,
J_17_08_012#6,7,인터넷/모바일 광고,,,
J_17_08_012#6,8,옥외/대중교통 광고,,,
J_17_08_012#6,9,매장 내 광고/진열/점원,,,
J_17_08_012#6,10,관련 기사 및 뉴스,,,
J_17_08_012#6,11,인터넷 후기/리뷰,,,
J_17_08_012#6,12,주변 사람의 추천,,,
J_17_08_012#6,98,기타,,,
J_17_08_012#6,99,없음,,,
J_17_08_012#7,1,지상파채널 TV광고,,,
J_17_08_012#7,2,케이블/종편채널 TV광고,,,
J_17_08_012#7,3,TV VOD 광고,,,
J_17_08_012#7,4,라디오 광고,,,
J_17_08_012#7,5,신문 광고,,,
J_17_08_012#7,6,잡지 광고,,,
J_17_08_012#7,7,인터넷/모바일 광고,,,
J_17_08_012#7,8,옥외/대중교통 광고,,,
J_17_08_012#7,9,매장 내 광고/진열/점원,,,
J_17_08_012#7,10,관련 기사 및 뉴스,,,
J_17_08_012#7,11,인터넷 후기/리뷰,,,
J_17_08_012#7,12,주변 사람의 추천,,,
J_17_08_012#7,98,기타,,,
J_17_08_012#7,99,없음,,,
J_17_08_012#8,1,지상파채널 TV광고,,,
J_17_08_012#8,2,케이블/종편채널 TV광고,,,
J_17_08_012#8,3,TV VOD 광고,,,
J_17_08_012#8,4,라디오 광고,,,
J_17_08_012#8,5,신문 광고,,,
J_17_08_012#8,6,잡지 광고,,,
J_17_08_012#8,7,인터넷/모바일 광고,,,
J_17_08_012#8,8,옥외/대중교통 광고,,,
J_17_08_012#8,9,매장 내 광고/진열/점원,,,
J_17_08_012#8,10,관련 기사 및 뉴스,,,
J_17_08_012#8,11,인터넷 후기/리뷰,,,
J_17_08_012#8,12,주변 사람의 추천,,,
J_17_08_012#8,98,기타,,,
J_17_08_012#8,99,없음,,,
J_17_08_012#9,1,지상파채널 TV광고,,,
J_17_08_012#9,2,케이블/종편채널 TV광고,,,
J_17_08_012#9,3,TV VOD 광고,,,
J_17_08_012#9,4,라디오 광고,,,
J_17_08_012#9,5,신문 광고,,,
J_17_08_012#9,6,잡지 광고,,,
J_17_08_012#9,7,인터넷/모바일 광고,,,
J_17_08_012#9,8,옥외/대중교통 광고,,,
J_17_08_012#9,9,매장 내 광고/진열/점원,,,
J_17_08_012#9,10,관련 기사 및 뉴스,,,
J_17_08_012#9,11,인터넷 후기/리뷰,,,
J_17_08_012#9,12,주변 사람의 추천,,,
J_17_08_012#9,98,기타,,,
J_17_08_012#9,99,없음,,,
J_17_08_012#10,1,지상파채널 TV광고,,,
J_17_08_012#10,2,케이블/종편채널 TV광고,,,
J_17_08_012#10,3,TV VOD 광고,,,
J_17_08_012#10,4,라디오 광고,,,
J_17_08_012#10,5,신문 광고,,,
J_17_08_012#10,6,잡지 광고,,,
J_17_08_012#10,7,인터넷/모바일 광고,,,
J_17_08_012#10,8,옥외/대중교통 광고,,,
J_17_08_012#10,9,매장 내 광고/진열/점원,,,
J_17_08_012#10,10,관련 기사 및 뉴스,,,
J_17_08_012#10,11,인터넷 후기/리뷰,,,
J_17_08_012#10,12,주변 사람의 추천,,,
J_17_08_012#10,98,기타,,,
J_17_08_012#10,99,없음,,,
J_17_08_012#11,1,지상파채널 TV광고,,,
J_17_08_012#11,2,케이블/종편채널 TV광고,,,
J_17_08_012#11,3,TV VOD 광고,,,
J_17_08_012#11,4,라디오 광고,,,
J_17_08_012#11,5,신문 광고,,,
J_17_08_012#11,6,잡지 광고,,,
J_17_08_012#11,7,인터넷/모바일 광고,,,
J_17_08_012#11,8,옥외/대중교통 광고,,,
J_17_08_012#11,9,매장 내 광고/진열/점원,,,
J_17_08_012#11,10,관련 기사 및 뉴스,,,
J_17_08_012#11,11,인터넷 후기/리뷰,,,
J_17_08_012#11,12,주변 사람의 추천,,,
J_17_08_012#11,98,기타,,,
J_17_08_012#11,99,없음,,,
J_17_08_012#12,1,지상파채널 TV광고,,,
J_17_08_012#12,2,케이블/종편채널 TV광고,,,
J_17_08_012#12,3,TV VOD 광고,,,
J_17_08_012#12,4,라디오 광고,,,
J_17_08_012#12,5,신문 광고,,,
J_17_08_012#12,6,잡지 광고,,,
J_17_08_012#12,7,인터넷/모바일 광고,,,
J_17_08_012#12,8,옥외/대중교통 광고,,,
J_17_08_012#12,9,매장 내 광고/진열/점원,,,
J_17_08_012#12,10,관련 기사 및 뉴스,,,
J_17_08_012#12,11,인터넷 후기/리뷰,,,
J_17_08_012#12,12,주변 사람의 추천,,,
J_17_08_012#12,98,기타,,,
J_17_08_012#12,99,없음,,,
J_17_08_012#13,1,지상파채널 TV광고,,,
J_17_08_012#13,2,케이블/종편채널 TV광고,,,
J_17_08_012#13,3,TV VOD 광고,,,
J_17_08_012#13,4,라디오 광고,,,
J_17_08_012#13,5,신문 광고,,,
J_17_08_012#13,6,잡지 광고,,,
J_17_08_012#13,7,인터넷/모바일 광고,,,
J_17_08_012#13,8,옥외/대중교통 광고,,,
J_17_08_012#13,9,매장 내 광고/진열/점원,,,
J_17_08_012#13,10,관련 기사 및 뉴스,,,
J_17_08_012#13,11,인터넷 후기/리뷰,,,
J_17_08_012#13,12,주변 사람의 추천,,,
J_17_08_012#13,98,기타,,,
J_17_08_012#13,99,없음,,,
J_17_10_001,1,예,,,
J_17_10_001,2,아니오,,,
J_17_10_001,9,모름/무응답,,,
J_17_10_004,1,가격,,,
J_17_10_004,2,브랜드 이미지,,,
J_17_10_004,3,광고,,,
J_17_10_004,4,주위의 평판/입소문,,,
J_17_10_004,5,회사 신뢰도,,,
J_17_10_004,6,의사/약사의 권유,,,
J_17_10_004,7,구입 용이성,,,
J_17_10_004,8,효능,,,
J_17_10_004,9,약국/매장,,,
J_17_10_004,10,기타,,,
J_17_10_004,99,없음,,,
J_17_10_005,1,가격,,,
J_17_10_005,2,브랜드 이미지,,,
J_17_10_005,3,광고,,,
J_17_10_005,4,주위의 평판/입소문,,,
J_17_10_005,5,회사 신뢰도,,,
J_17_10_005,6,의사/약사의 권유,,,
J_17_10_005,7,구입 용이성,,,
J_17_10_005,8,효능,,,
J_17_10_005,9,약국/매장,,,
J_17_10_005,10,기타,,,
J_17_10_005,99,없음,,,
J_17_10_006,1,전혀 없음,,,
J_17_10_006,2,없음,,,
J_17_10_006,3,보통,,,
J_17_10_006,4,있음,,,
J_17_10_006,5,매우 있음,,,
J_17_10_007#1,1,지상파채널 TV광고,,,
J_17_10_007#1,2,케이블/종편채널 TV광고,,,
J_17_10_007#1,3,TV VOD 광고,,,
J_17_10_007#1,4,라디오 광고,,,
J_17_10_007#1,5,신문 광고,,,
J_17_10_007#1,6,잡지 광고,,,
J_17_10_007#1,7,인터넷/모바일 광고,,,
J_17_10_007#1,8,옥외/대중교통 광고,,,
J_17_10_007#1,9,매장 내 광고/진열/점원,,,
J_17_10_007#1,10,관련 기사 및 뉴스,,,
J_17_10_007#1,11,인터넷 후기/리뷰,,,
J_17_10_007#1,12,주변 사람의 추천,,,
J_17_10_007#1,98,기타,,,
J_17_10_007#1,99,없음,,,
J_17_10_007#2,1,지상파채널 TV광고,,,
J_17_10_007#2,2,케이블/종편채널 TV광고,,,
J_17_10_007#2,3,TV VOD 광고,,,
J_17_10_007#2,4,라디오 광고,,,
J_17_10_007#2,5,신문 광고,,,
J_17_10_007#2,6,잡지 광고,,,
J_17_10_007#2,7,인터넷/모바일 광고,,,
J_17_10_007#2,8,옥외/대중교통 광고,,,
J_17_10_007#2,9,매장 내 광고/진열/점원,,,
J_17_10_007#2,10,관련 기사 및 뉴스,,,
J_17_10_007#2,11,인터넷 후기/리뷰,,,
J_17_10_007#2,12,주변 사람의 추천,,,
J_17_10_007#2,98,기타,,,
J_17_10_007#2,99,없음,,,
J_17_10_007#3,1,지상파채널 TV광고,,,
J_17_10_007#3,2,케이블/종편채널 TV광고,,,
J_17_10_007#3,3,TV VOD 광고,,,
J_17_10_007#3,4,라디오 광고,,,
J_17_10_007#3,5,신문 광고,,,
J_17_10_007#3,6,잡지 광고,,,
J_17_10_007#3,7,인터넷/모바일 광고,,,
J_17_10_007#3,8,옥외/대중교통 광고,,,
J_17_10_007#3,9,매장 내 광고/진열/점원,,,
J_17_10_007#3,10,관련 기사 및 뉴스,,,
J_17_10_007#3,11,인터넷 후기/리뷰,,,
J_17_10_007#3,12,주변 사람의 추천,,,
J_17_10_007#3,98,기타,,,
J_17_10_007#3,99,없음,,,
J_17_10_007#4,1,지상파채널 TV광고,,,
J_17_10_007#4,2,케이블/종편채널 TV광고,,,
J_17_10_007#4,3,TV VOD 광고,,,
J_17_10_007#4,4,라디오 광고,,,
J_17_10_007#4,5,신문 광고,,,
J_17_10_007#4,6,잡지 광고,,,
J_17_10_007#4,7,인터넷/모바일 광고,,,
J_17_10_007#4,8,옥외/대중교통 광고,,,
J_17_10_007#4,9,매장 내 광고/진열/점원,,,
J_17_10_007#4,10,관련 기사 및 뉴스,,,
J_17_10_007#4,11,인터넷 후기/리뷰,,,
J_17_10_007#4,12,주변 사람의 추천,,,
J_17_10_007#4,98,기타,,,
J_17_10_007#4,99,없음,,,
J_17_10_007#5,1,지상파채널 TV광고,,,
J_17_10_007#5,2,케이블/종편채널 TV광고,,,
J_17_10_007#5,3,TV VOD 광고,,,
J_17_10_007#5,4,라디오 광고,,,
J_17_10_007#5,5,신문 광고,,,
J_17_10_007#5,6,잡지 광고,,,
J_17_10_007#5,7,인터넷/모바일 광고,,,
J_17_10_007#5,8,옥외/대중교통 광고,,,
J_17_10_007#5,9,매장 내 광고/진열/점원,,,
J_17_10_007#5,10,관련 기사 및 뉴스,,,
J_17_10_007#5,11,인터넷 후기/리뷰,,,
J_17_10_007#5,12,주변 사람의 추천,,,
J_17_10_007#5,98,기타,,,
J_17_10_007#5,99,없음,,,
J_17_10_007#6,1,지상파채널 TV광고,,,
J_17_10_007#6,2,케이블/종편채널 TV광고,,,
J_17_10_007#6,3,TV VOD 광고,,,
J_17_10_007#6,4,라디오 광고,,,
J_17_10_007#6,5,신문 광고,,,
J_17_10_007#6,6,잡지 광고,,,
J_17_10_007#6,7,인터넷/모바일 광고,,,
J_17_10_007#6,8,옥외/대중교통 광고,,,
J_17_10_007#6,9,매장 내 광고/진열/점원,,,
J_17_10_007#6,10,관련 기사 및 뉴스,,,
J_17_10_007#6,11,인터넷 후기/리뷰,,,
J_17_10_007#6,12,주변 사람의 추천,,,
J_17_10_007#6,98,기타,,,
J_17_10_007#6,99,없음,,,
J_17_10_007#7,1,지상파채널 TV광고,,,
J_17_10_007#7,2,케이블/종편채널 TV광고,,,
J_17_10_007#7,3,TV VOD 광고,,,
J_17_10_007#7,4,라디오 광고,,,
J_17_10_007#7,5,신문 광고,,,
J_17_10_007#7,6,잡지 광고,,,
J_17_10_007#7,7,인터넷/모바일 광고,,,
J_17_10_007#7,8,옥외/대중교통 광고,,,
J_17_10_007#7,9,매장 내 광고/진열/점원,,,
J_17_10_007#7,10,관련 기사 및 뉴스,,,
J_17_10_007#7,11,인터넷 후기/리뷰,,,
J_17_10_007#7,12,주변 사람의 추천,,,
J_17_10_007#7,98,기타,,,
J_17_10_007#7,99,없음,,,
J_17_10_007#8,1,지상파채널 TV광고,,,
J_17_10_007#8,2,케이블/종편채널 TV광고,,,
J_17_10_007#8,3,TV VOD 광고,,,
J_17_10_007#8,4,라디오 광고,,,
J_17_10_007#8,5,신문 광고,,,
J_17_10_007#8,6,잡지 광고,,,
J_17_10_007#8,7,인터넷/모바일 광고,,,
J_17_10_007#8,8,옥외/대중교통 광고,,,
J_17_10_007#8,9,매장 내 광고/진열/점원,,,
J_17_10_007#8,10,관련 기사 및 뉴스,,,
J_17_10_007#8,11,인터넷 후기/리뷰,,,
J_17_10_007#8,12,주변 사람의 추천,,,
J_17_10_007#8,98,기타,,,
J_17_10_007#8,99,없음,,,
J_17_10_007#9,1,지상파채널 TV광고,,,
J_17_10_007#9,2,케이블/종편채널 TV광고,,,
J_17_10_007#9,3,TV VOD 광고,,,
J_17_10_007#9,4,라디오 광고,,,
J_17_10_007#9,5,신문 광고,,,
J_17_10_007#9,6,잡지 광고,,,
J_17_10_007#9,7,인터넷/모바일 광고,,,
J_17_10_007#9,8,옥외/대중교통 광고,,,
J_17_10_007#9,9,매장 내 광고/진열/점원,,,
J_17_10_007#9,10,관련 기사 및 뉴스,,,
J_17_10_007#9,11,인터넷 후기/리뷰,,,
J_17_10_007#9,12,주변 사람의 추천,,,
J_17_10_007#9,98,기타,,,
J_17_10_007#9,99,없음,,,
J_17_10_007#10,1,지상파채널 TV광고,,,
J_17_10_007#10,2,케이블/종편채널 TV광고,,,
J_17_10_007#10,3,TV VOD 광고,,,
J_17_10_007#10,4,라디오 광고,,,
J_17_10_007#10,5,신문 광고,,,
J_17_10_007#10,6,잡지 광고,,,
J_17_10_007#10,7,인터넷/모바일 광고,,,
J_17_10_007#10,8,옥외/대중교통 광고,,,
J_17_10_007#10,9,매장 내 광고/진열/점원,,,
J_17_10_007#10,10,관련 기사 및 뉴스,,,
J_17_10_007#10,11,인터넷 후기/리뷰,,,
J_17_10_007#10,12,주변 사람의 추천,,,
J_17_10_007#10,98,기타,,,
J_17_10_007#10,99,없음,,,
J_17_10_007#11,1,지상파채널 TV광고,,,
J_17_10_007#11,2,케이블/종편채널 TV광고,,,
J_17_10_007#11,3,TV VOD 광고,,,
J_17_10_007#11,4,라디오 광고,,,
J_17_10_007#11,5,신문 광고,,,
J_17_10_007#11,6,잡지 광고,,,
J_17_10_007#11,7,인터넷/모바일 광고,,,
J_17_10_007#11,8,옥외/대중교통 광고,,,
J_17_10_007#11,9,매장 내 광고/진열/점원,,,
J_17_10_007#11,10,관련 기사 및 뉴스,,,
J_17_10_007#11,11,인터넷 후기/리뷰,,,
J_17_10_007#11,12,주변 사람의 추천,,,
J_17_10_007#11,98,기타,,,
J_17_10_007#11,99,없음,,,
J_17_10_007#12,1,지상파채널 TV광고,,,
J_17_10_007#12,2,케이블/종편채널 TV광고,,,
J_17_10_007#12,3,TV VOD 광고,,,
J_17_10_007#12,4,라디오 광고,,,
J_17_10_007#12,5,신문 광고,,,
J_17_10_007#12,6,잡지 광고,,,
J_17_10_007#12,7,인터넷/모바일 광고,,,
J_17_10_007#12,8,옥외/대중교통 광고,,,
J_17_10_007#12,9,매장 내 광고/진열/점원,,,
J_17_10_007#12,10,관련 기사 및 뉴스,,,
J_17_10_007#12,11,인터넷 후기/리뷰,,,
J_17_10_007#12,12,주변 사람의 추천,,,
J_17_10_007#12,98,기타,,,
J_17_10_007#12,99,없음,,,
J_17_10_007#13,1,지상파채널 TV광고,,,
J_17_10_007#13,2,케이블/종편채널 TV광고,,,
J_17_10_007#13,3,TV VOD 광고,,,
J_17_10_007#13,4,라디오 광고,,,
J_17_10_007#13,5,신문 광고,,,
J_17_10_007#13,6,잡지 광고,,,
J_17_10_007#13,7,인터넷/모바일 광고,,,
J_17_10_007#13,8,옥외/대중교통 광고,,,
J_17_10_007#13,9,매장 내 광고/진열/점원,,,
J_17_10_007#13,10,관련 기사 및 뉴스,,,
J_17_10_007#13,11,인터넷 후기/리뷰,,,
