항목ID,항목코드,항목코드명,,,
C_13_023#10,4,게임,,,
C_13_023#10,5,책/만화 읽기,,,
C_13_023#10,6,쇼핑/예매,,,
C_13_023#10,7,금융/뱅킹,,,
C_13_023#10,8,교육/학습,,,
C_13_023#10,9,메일/블로그/SNS 사용,,,
C_13_023#10,10,"생활정보(날씨,교통 등) 검색",,,
C_13_025,1,많이 보는 편이다,,,
C_13_025,2,어느 정도 보는 편이다,,,
C_13_025,3,보지 않는 편이다,,,
C_13_025,4,전혀 보지 않는다,,,
C_13_026,1,매우 관심 있게 본다,,,
C_13_026,2,관심 있게 보는 편이다,,,
C_13_026,3,별로 관심 있게 보지 않는다,,,
C_13_026,4,전혀 관심 있게 보지 않는다,,,
C_13_027,1,광고 내용이 재미 있어서,,,
C_13_027,2,광고 모델을 보기 위해서,,,
C_13_027,3,제품 정보를 얻기 위해서,,,
C_13_027,4,광고를 끄는 것이 귀찮아서,,,
C_13_027,5,습관적으로,,,
C_13_027,6,광고를 끌수 없어서,,,
C_13_027,7,기타,,,
C_13_028,1,전혀 집중해서 보지 않는다,,,
C_13_028,2,집중해서 보지 않는다,,,
C_13_028,3,집중해서 보지 않는 편이다,,,
C_13_028,4,집중해서 보는 편이다,,,
C_13_028,5,집중해서 본다,,,
C_13_028,6,매우 집중해서 본다,,,
C_13_029,1,전혀 집중해서 보지 않는다,,,
C_13_029,2,집중해서 보지 않는다,,,
C_13_029,3,집중해서 보지 않는 편이다,,,
C_13_029,4,집중해서 보는 편이다,,,
C_13_029,5,집중해서 본다,,,
C_13_029,6,매우 집중해서 본다,,,
C_13_030,1,전혀 집중해서 보지 않는다,,,
C_13_030,2,집중해서 보지 않는다,,,
C_13_030,3,집중해서 보지 않는 편이다,,,
C_13_030,4,집중해서 보는 편이다,,,
C_13_030,5,집중해서 본다,,,
C_13_030,6,매우 집중해서 본다,,,
C_13_031,1,전혀 집중해서 보지 않는다,,,
C_13_031,2,집중해서 보지 않는다,,,
C_13_031,3,집중해서 보지 않는 편이다,,,
C_13_031,4,집중해서 보는 편이다,,,
C_13_031,5,집중해서 본다,,,
C_13_031,6,매우 집중해서 본다,,,
C_13_032,1,전혀 그렇지 않다,,,
C_13_032,2,그렇지 않다,,,
C_13_032,3,그렇지 않은 편이다,,,
C_13_032,4,그런 편이다,,,
C_13_032,5,그렇다,,,
C_13_032,6,매우 그렇다,,,
C_13_033,1,전혀 그렇지 않다,,,
C_13_033,2,그렇지 않다,,,
C_13_033,3,그렇지 않은 편이다,,,
C_13_033,4,그런 편이다,,,
C_13_033,5,그렇다,,,
C_13_033,6,매우 그렇다,,,
C_13_034,1,전혀 그렇지 않다,,,
C_13_034,2,그렇지 않다,,,
C_13_034,3,그렇지 않은 편이다,,,
C_13_034,4,그런 편이다,,,
C_13_034,5,그렇다,,,
C_13_034,6,매우 그렇다,,,
C_13_035,1,전혀 그렇지 않다,,,
C_13_035,2,그렇지 않다,,,
C_13_035,3,그렇지 않은 편이다,,,
C_13_035,4,그런 편이다,,,
C_13_035,5,그렇다,,,
C_13_035,6,매우 그렇다,,,
C_13_036,1,전혀 그렇지 않다,,,
C_13_036,2,그렇지 않다,,,
C_13_036,3,그렇지 않은 편이다,,,
C_13_036,4,그런 편이다,,,
C_13_036,5,그렇다,,,
C_13_036,6,매우 그렇다,,,
C_13_037,1,전혀 그렇지 않다,,,
C_13_037,2,그렇지 않다,,,
C_13_037,3,그렇지 않은 편이다,,,
C_13_037,4,그런 편이다,,,
C_13_037,5,그렇다,,,
C_13_037,6,매우 그렇다,,,
C_19_005,1,뉴스/보도,,,
C_19_005,2,교양/생활정보,,,
C_19_005,3,시사/토론,,,
C_19_005,4,국내 드라마,,,
C_19_005,5,해외 드라마,,,
C_19_005,6,영화,,,
C_19_005,7,예능/오락,,,
C_19_005,8,다큐멘터리,,,
C_19_005,9,음악/공연/오디션,,,
C_19_005,10,스포츠/골프,,,
C_19_005,11,어린이/만화,,,
C_19_005,12,교육,,,
C_19_005,13,게임,,,
C_19_005,14,종교,,,
C_19_005,15,경제정보,,,
C_19_005,16,취미/레저,,,
C_19_005,17,기타,,,
C_19_006#1,1,GOM TV,,,
C_19_006#1,2,U+ 모바일 tv,,,
C_19_006#1,3,mbc TV,,,
C_19_006#1,4,myK,,,
C_19_006#1,5,POOQ,,,
C_19_006#1,6,SBS플레이어,,,
C_19_006#1,7,tving,,,
C_19_006#1,8,네이버TV,,,
C_19_006#1,9,넷플릭스(netflix),,,
C_19_006#1,10,아프리카TV,,,
C_19_006#1,11,에브리온TV,,,
C_19_006#1,12,옥수수(B tv plus),,,
C_19_006#1,13,올레TV mobile,,,
C_19_006#1,14,유튜브(Youtube),,,
C_19_006#1,15,왓챠플레이,,,
C_19_006#1,16,카카오TV,,,
C_19_006#1,17,기타,,,
C_19_006#1,18,모름,,,
C_19_006#2,1,GOM TV,,,
C_19_006#2,2,U+ 모바일 tv,,,
C_19_006#2,3,mbc TV,,,
C_19_006#2,4,myK,,,
C_19_006#2,5,POOQ,,,
C_19_006#2,6,SBS플레이어,,,
C_19_006#2,7,tving,,,
C_19_006#2,8,네이버TV,,,
C_19_006#2,9,넷플릭스(netflix),,,
C_19_006#2,10,아프리카TV,,,
C_19_006#2,11,에브리온TV,,,
C_19_006#2,12,옥수수(B tv plus),,,
C_19_006#2,13,올레TV mobile,,,
C_19_006#2,14,유튜브(Youtube),,,
C_19_006#2,15,왓챠플레이,,,
C_19_006#2,16,카카오TV,,,
C_19_006#2,17,기타,,,
C_19_006#2,18,모름,,,
C_19_006#3,1,GOM TV,,,
C_19_006#3,2,U+ 모바일 tv,,,
C_19_006#3,3,mbc TV,,,
C_19_006#3,4,myK,,,
C_19_006#3,5,POOQ,,,
C_19_006#3,6,SBS플레이어,,,
C_19_006#3,7,tving,,,
C_19_006#3,8,네이버TV,,,
C_19_006#3,9,넷플릭스(netflix),,,
C_19_006#3,10,아프리카TV,,,
C_19_006#3,11,에브리온TV,,,
C_19_006#3,12,옥수수(B tv plus),,,
C_19_006#3,13,올레TV mobile,,,
C_19_006#3,14,유튜브(Youtube),,,
C_19_006#3,15,왓챠플레이,,,
C_19_006#3,16,카카오TV,,,
C_19_006#3,17,기타,,,
C_19_006#3,18,모름,,,
C_19_006#4,1,GOM TV,,,
C_19_006#4,2,U+ 모바일 tv,,,
C_19_006#4,3,mbc TV,,,
C_19_006#4,4,myK,,,
C_19_006#4,5,POOQ,,,
C_19_006#4,6,SBS플레이어,,,
C_19_006#4,7,tving,,,
C_19_006#4,8,네이버TV,,,
C_19_006#4,9,넷플릭스(netflix),,,
C_19_006#4,10,아프리카TV,,,
C_19_006#4,11,에브리온TV,,,
C_19_006#4,12,옥수수(B tv plus),,,
C_19_006#4,13,올레TV mobile,,,
C_19_006#4,14,유튜브(Youtube),,,
C_19_006#4,15,왓챠플레이,,,
C_19_006#4,16,카카오TV,,,
C_19_006#4,17,기타,,,
C_19_006#4,18,모름,,,
C_19_006#5,1,GOM TV,,,
C_19_006#5,2,U+ 모바일 tv,,,
C_19_006#5,3,mbc TV,,,
C_19_006#5,4,myK,,,
C_19_006#5,5,POOQ,,,
C_19_006#5,6,SBS플레이어,,,
C_19_006#5,7,tving,,,
C_19_006#5,8,네이버TV,,,
C_19_006#5,9,넷플릭스(netflix),,,
C_19_006#5,10,아프리카TV,,,
C_19_006#5,11,에브리온TV,,,
C_19_006#5,12,옥수수(B tv plus),,,
C_19_006#5,13,올레TV mobile,,,
C_19_006#5,14,유튜브(Youtube),,,
C_19_006#5,15,왓챠플레이,,,
C_19_006#5,16,카카오TV,,,
C_19_006#5,17,기타,,,
C_19_006#5,18,모름,,,
C_19_006#6,1,GOM TV,,,
C_19_006#6,2,U+ 모바일 tv,,,
C_19_006#6,3,mbc TV,,,
C_19_006#6,4,myK,,,
C_19_006#6,5,POOQ,,,
C_19_006#6,6,SBS플레이어,,,
C_19_006#6,7,tving,,,
C_19_006#6,8,네이버TV,,,
C_19_006#6,9,넷플릭스(netflix),,,
C_19_006#6,10,아프리카TV,,,
C_19_006#6,11,에브리온TV,,,
C_19_006#6,12,옥수수(B tv plus),,,
C_19_006#6,13,올레TV mobile,,,
C_19_006#6,14,유튜브(Youtube),,,
C_19_006#6,15,왓챠플레이,,,
C_19_006#6,16,카카오TV,,,
C_19_006#6,17,기타,,,
C_19_006#6,18,모름,,,
C_19_006#7,1,GOM TV,,,
C_19_006#7,2,U+ 모바일 tv,,,
C_19_006#7,3,mbc TV,,,
C_19_006#7,4,myK,,,
C_19_006#7,5,POOQ,,,
C_19_006#7,6,SBS플레이어,,,
C_19_006#7,7,tving,,,
C_19_006#7,8,네이버TV,,,
C_19_006#7,9,넷플릭스(netflix),,,
C_19_006#7,10,아프리카TV,,,
C_19_006#7,11,에브리온TV,,,
C_19_006#7,12,옥수수(B tv plus),,,
C_19_006#7,13,올레TV mobile,,,
C_19_006#7,14,유튜브(Youtube),,,
C_19_006#7,15,왓챠플레이,,,
C_19_006#7,16,카카오TV,,,
C_19_006#7,17,기타,,,
C_19_006#7,18,모름,,,
C_19_006#8,1,GOM TV,,,
C_19_006#8,2,U+ 모바일 tv,,,
C_19_006#8,3,mbc TV,,,
C_19_006#8,4,myK,,,
C_19_006#8,5,POOQ,,,
C_19_006#8,6,SBS플레이어,,,
C_19_006#8,7,tving,,,
C_19_006#8,8,네이버TV,,,
C_19_006#8,9,넷플릭스(netflix),,,
C_19_006#8,10,아프리카TV,,,
C_19_006#8,11,에브리온TV,,,
C_19_006#8,12,옥수수(B tv plus),,,
C_19_006#8,13,올레TV mobile,,,
C_19_006#8,14,유튜브(Youtube),,,
C_19_006#8,15,왓챠플레이,,,
C_19_006#8,16,카카오TV,,,
C_19_006#8,17,기타,,,
C_19_006#8,18,모름,,,
C_19_006#9,1,GOM TV,,,
C_19_006#9,2,U+ 모바일 tv,,,
C_19_006#9,3,mbc TV,,,
C_19_006#9,4,myK,,,
C_19_006#9,5,POOQ,,,
C_19_006#9,6,SBS플레이어,,,
C_19_006#9,7,tving,,,
C_19_006#9,8,네이버TV,,,
C_19_006#9,9,넷플릭스(netflix),,,
C_19_006#9,10,아프리카TV,,,
C_19_006#9,11,에브리온TV,,,
C_19_006#9,12,옥수수(B tv plus),,,
C_19_006#9,13,올레TV mobile,,,
C_19_006#9,14,유튜브(Youtube),,,
C_19_006#9,15,왓챠플레이,,,
C_19_006#9,16,카카오TV,,,
C_19_006#9,17,기타,,,
C_19_006#9,18,모름,,,
C_19_006#10,1,GOM TV,,,
C_19_006#10,2,U+ 모바일 tv,,,
C_19_006#10,3,mbc TV,,,
C_19_006#10,4,myK,,,
C_19_006#10,5,POOQ,,,
C_19_006#10,6,SBS플레이어,,,
C_19_006#10,7,tving,,,
C_19_006#10,8,네이버TV,,,
C_19_006#10,9,넷플릭스(netflix),,,
C_19_006#10,10,아프리카TV,,,
C_19_006#10,11,에브리온TV,,,
C_19_006#10,12,옥수수(B tv plus),,,
C_19_006#10,13,올레TV mobile,,,
C_19_006#10,14,유튜브(Youtube),,,
C_19_006#10,15,왓챠플레이,,,
C_19_006#10,16,카카오TV,,,
C_19_006#10,17,기타,,,
C_19_006#10,18,모름,,,
C_19_006#11,1,GOM TV,,,
C_19_006#11,2,U+ 모바일 tv,,,
C_19_006#11,3,mbc TV,,,
C_19_006#11,4,myK,,,
C_19_006#11,5,POOQ,,,
C_19_006#11,6,SBS플레이어,,,
C_19_006#11,7,tving,,,
C_19_006#11,8,네이버TV,,,
C_19_006#11,9,넷플릭스(netflix),,,
C_19_006#11,10,아프리카TV,,,
C_19_006#11,11,에브리온TV,,,
C_19_006#11,12,옥수수(B tv plus),,,
C_19_006#11,13,올레TV mobile,,,
C_19_006#11,14,유튜브(Youtube),,,
C_19_006#11,15,왓챠플레이,,,
C_19_006#11,16,카카오TV,,,
C_19_006#11,17,기타,,,
C_19_006#11,18,모름,,,
C_19_006#12,1,GOM TV,,,
C_19_006#12,2,U+ 모바일 tv,,,
C_19_006#12,3,mbc TV,,,
C_19_006#12,4,myK,,,
C_19_006#12,5,POOQ,,,
C_19_006#12,6,SBS플레이어,,,
C_19_006#12,7,tving,,,
C_19_006#12,8,네이버TV,,,
C_19_006#12,9,넷플릭스(netflix),,,
C_19_006#12,10,아프리카TV,,,
C_19_006#12,11,에브리온TV,,,
C_19_006#12,12,옥수수(B tv plus),,,
C_19_006#12,13,올레TV mobile,,,
C_19_006#12,14,유튜브(Youtube),,,
C_19_006#12,15,왓챠플레이,,,
C_19_006#12,16,카카오TV,,,
C_19_006#12,17,기타,,,
C_19_006#12,18,모름,,,
C_19_006#13,1,GOM TV,,,
C_19_006#13,2,U+ 모바일 tv,,,
C_19_006#13,3,mbc TV,,,
C_19_006#13,4,myK,,,
C_19_006#13,5,POOQ,,,
C_19_006#13,6,SBS플레이어,,,
C_19_006#13,7,tving,,,
C_19_006#13,8,네이버TV,,,
C_19_006#13,9,넷플릭스(netflix),,,
C_19_006#13,10,아프리카TV,,,
C_19_006#13,11,에브리온TV,,,
C_19_006#13,12,옥수수(B tv plus),,,
C_19_006#13,13,올레TV mobile,,,
C_19_006#13,14,유튜브(Youtube),,,
C_19_006#13,15,왓챠플레이,,,
C_19_006#13,16,카카오TV,,,
C_19_006#13,17,기타,,,
C_19_006#13,18,모름,,,
C_19_006#14,1,GOM TV,,,
C_19_006#14,2,U+ 모바일 tv,,,
C_19_006#14,3,mbc TV,,,
C_19_006#14,4,myK,,,
C_19_006#14,5,POOQ,,,
C_19_006#14,6,SBS플레이어,,,
C_19_006#14,7,tving,,,
C_19_006#14,8,네이버TV,,,
C_19_006#14,9,넷플릭스(netflix),,,
C_19_006#14,10,아프리카TV,,,
C_19_006#14,11,에브리온TV,,,
C_19_006#14,12,옥수수(B tv plus),,,
C_19_006#14,13,올레TV mobile,,,
C_19_006#14,14,유튜브(Youtube),,,
C_19_006#14,15,왓챠플레이,,,
C_19_006#14,16,카카오TV,,,
C_19_006#14,17,기타,,,
C_19_006#14,18,모름,,,
C_19_006#15,1,GOM TV,,,
C_19_006#15,2,U+ 모바일 tv,,,
C_19_006#15,3,mbc TV,,,
C_19_006#15,4,myK,,,
C_19_006#15,5,POOQ,,,
C_19_006#15,6,SBS플레이어,,,
C_19_006#15,7,tving,,,
C_19_006#15,8,네이버TV,,,
C_19_006#15,9,넷플릭스(netflix),,,
C_19_006#15,10,아프리카TV,,,
C_19_006#15,11,에브리온TV,,,
C_19_006#15,12,옥수수(B tv plus),,,
C_19_006#15,13,올레TV mobile,,,
C_19_006#15,14,유튜브(Youtube),,,
C_19_006#15,15,왓챠플레이,,,
C_19_006#15,16,카카오TV,,,
C_19_006#15,17,기타,,,
C_19_006#15,18,모름,,,
C_19_006#16,1,GOM TV,,,
C_19_006#16,2,U+ 모바일 tv,,,
C_19_006#16,3,mbc TV,,,
C_19_006#16,4,myK,,,
C_19_006#16,5,POOQ,,,
C_19_006#16,6,SBS플레이어,,,
C_19_006#16,7,tving,,,
C_19_006#16,8,네이버TV,,,
C_19_006#16,9,넷플릭스(netflix),,,
C_19_006#16,10,아프리카TV,,,
C_19_006#16,11,에브리온TV,,,
C_19_006#16,12,옥수수(B tv plus),,,
C_19_006#16,13,올레TV mobile,,,
C_19_006#16,14,유튜브(Youtube),,,
C_19_006#16,15,왓챠플레이,,,
C_19_006#16,16,카카오TV,,,
C_19_006#16,17,기타,,,
C_19_006#16,18,모름,,,
C_19_006#17,1,GOM TV,,,
C_19_006#17,2,U+ 모바일 tv,,,
C_19_006#17,3,mbc TV,,,
C_19_006#17,4,myK,,,
C_19_006#17,5,POOQ,,,
C_19_006#17,6,SBS플레이어,,,
C_19_006#17,7,tving,,,
C_19_006#17,8,네이버TV,,,
C_19_006#17,9,넷플릭스(netflix),,,
C_19_006#17,10,아프리카TV,,,
C_19_006#17,11,에브리온TV,,,
C_19_006#17,12,옥수수(B tv plus),,,
C_19_006#17,13,올레TV mobile,,,
C_19_006#17,14,유튜브(Youtube),,,
C_19_006#17,15,왓챠플레이,,,
C_19_006#17,16,카카오TV,,,
C_19_006#17,17,기타,,,
C_19_006#17,18,모름,,,
C_19_007,1,뉴스/보도,,,
C_19_007,2,교양/생활정보,,,
C_19_007,3,시사/토론,,,
C_19_007,4,국내 드라마,,,
C_19_007,5,해외 드라마,,,
C_19_007,6,영화,,,
C_19_007,7,예능/오락,,,
C_19_007,8,다큐멘터리,,,
C_19_007,9,음악/공연/오디션,,,
C_19_007,10,스포츠/골프,,,
C_19_007,11,어린이/만화,,,
C_19_007,12,교육,,,
C_19_007,13,게임,,,
C_19_007,14,종교,,,
C_19_007,15,경제정보,,,
C_19_007,16,취미/레저,,,
C_19_007,17,기타,,,
C_19_008#1,1,GOM TV,,,
C_19_008#1,2,U+ 모바일 tv,,,
C_19_008#1,3,mbc TV,,,
C_19_008#1,4,myK,,,
C_19_008#1,5,POOQ,,,
C_19_008#1,6,SBS플레이어,,,
C_19_008#1,7,tving,,,
C_19_008#1,8,네이버TV,,,
C_19_008#1,9,넷플릭스(netflix),,,
C_19_008#1,10,아프리카TV,,,
C_19_008#1,11,에브리온TV,,,
C_19_008#1,12,옥수수(B tv plus),,,
C_19_008#1,13,올레TV mobile,,,
C_19_008#1,14,유튜브(Youtube),,,
C_19_008#1,15,왓챠플레이,,,
C_19_008#1,16,카카오TV,,,
C_19_008#1,17,기타,,,
C_19_008#1,18,모름,,,
C_19_008#2,1,GOM TV,,,
C_19_008#2,2,U+ 모바일 tv,,,
C_19_008#2,3,mbc TV,,,
C_19_008#2,4,myK,,,
C_19_008#2,5,POOQ,,,
C_19_008#2,6,SBS플레이어,,,
C_19_008#2,7,tving,,,
C_19_008#2,8,네이버TV,,,
C_19_008#2,9,넷플릭스(netflix),,,
C_19_008#2,10,아프리카TV,,,
C_19_008#2,11,에브리온TV,,,
C_19_008#2,12,옥수수(B tv plus),,,
C_19_008#2,13,올레TV mobile,,,
C_19_008#2,14,유튜브(Youtube),,,
C_19_008#2,15,왓챠플레이,,,
C_19_008#2,16,카카오TV,,,
C_19_008#2,17,기타,,,
C_19_008#2,18,모름,,,
C_19_008#3,1,GOM TV,,,
C_19_008#3,2,U+ 모바일 tv,,,
C_19_008#3,3,mbc TV,,,
C_19_008#3,4,myK,,,
C_19_008#3,5,POOQ,,,
C_19_008#3,6,SBS플레이어,,,
C_19_008#3,7,tving,,,
C_19_008#3,8,네이버TV,,,
C_19_008#3,9,넷플릭스(netflix),,,
C_19_008#3,10,아프리카TV,,,
C_19_008#3,11,에브리온TV,,,
C_19_008#3,12,옥수수(B tv plus),,,
C_19_008#3,13,올레TV mobile,,,
C_19_008#3,14,유튜브(Youtube),,,
C_19_008#3,15,왓챠플레이,,,
C_19_008#3,16,카카오TV,,,
C_19_008#3,17,기타,,,
C_19_008#3,18,모름,,,
C_19_008#4,1,GOM TV,,,
C_19_008#4,2,U+ 모바일 tv,,,
C_19_008#4,3,mbc TV,,,
C_19_008#4,4,myK,,,
C_19_008#4,5,POOQ,,,
C_19_008#4,6,SBS플레이어,,,
C_19_008#4,7,tving,,,
C_19_008#4,8,네이버TV,,,
C_19_008#4,9,넷플릭스(netflix),,,
C_19_008#4,10,아프리카TV,,,
C_19_008#4,11,에브리온TV,,,
C_19_008#4,12,옥수수(B tv plus),,,
C_19_008#4,13,올레TV mobile,,,
C_19_008#4,14,유튜브(Youtube),,,
C_19_008#4,15,왓챠플레이,,,
C_19_008#4,16,카카오TV,,,
C_19_008#4,17,기타,,,
C_19_008#4,18,모름,,,
C_19_008#5,1,GOM TV,,,
C_19_008#5,2,U+ 모바일 tv,,,
C_19_008#5,3,mbc TV,,,
C_19_008#5,4,myK,,,
C_19_008#5,5,POOQ,,,
C_19_008#5,6,SBS플레이어,,,
C_19_008#5,7,tving,,,
C_19_008#5,8,네이버TV,,,
C_19_008#5,9,넷플릭스(netflix),,,
C_19_008#5,10,아프리카TV,,,
C_19_008#5,11,에브리온TV,,,
C_19_008#5,12,옥수수(B tv plus),,,
C_19_008#5,13,올레TV mobile,,,
C_19_008#5,14,유튜브(Youtube),,,
C_19_008#5,15,왓챠플레이,,,
C_19_008#5,16,카카오TV,,,
C_19_008#5,17,기타,,,
C_19_008#5,18,모름,,,
C_19_008#6,1,GOM TV,,,
C_19_008#6,2,U+ 모바일 tv,,,
C_19_008#6,3,mbc TV,,,
C_19_008#6,4,myK,,,
C_19_008#6,5,POOQ,,,
C_19_008#6,6,SBS플레이어,,,
C_19_008#6,7,tving,,,
C_19_008#6,8,네이버TV,,,
C_19_008#6,9,넷플릭스(netflix),,,
C_19_008#6,10,아프리카TV,,,
C_19_008#6,11,에브리온TV,,,
C_19_008#6,12,옥수수(B tv plus),,,
C_19_008#6,13,올레TV mobile,,,
C_19_008#6,14,유튜브(Youtube),,,
C_19_008#6,15,왓챠플레이,,,
C_19_008#6,16,카카오TV,,,
C_19_008#6,17,기타,,,
C_19_008#6,18,모름,,,
C_19_008#7,1,GOM TV,,,
C_19_008#7,2,U+ 모바일 tv,,,
C_19_008#7,3,mbc TV,,,
C_19_008#7,4,myK,,,
C_19_008#7,5,POOQ,,,
C_19_008#7,6,SBS플레이어,,,
C_19_008#7,7,tving,,,
C_19_008#7,8,네이버TV,,,
C_19_008#7,9,넷플릭스(netflix),,,
C_19_008#7,10,아프리카TV,,,
C_19_008#7,11,에브리온TV,,,
C_19_008#7,12,옥수수(B tv plus),,,
C_19_008#7,13,올레TV mobile,,,
C_19_008#7,14,유튜브(Youtube),,,
C_19_008#7,15,왓챠플레이,,,
C_19_008#7,16,카카오TV,,,
C_19_008#7,17,기타,,,
C_19_008#7,18,모름,,,
C_19_008#8,1,GOM TV,,,
C_19_008#8,2,U+ 모바일 tv,,,
C_19_008#8,3,mbc TV,,,
C_19_008#8,4,myK,,,
C_19_008#8,5,POOQ,,,
C_19_008#8,6,SBS플레이어,,,
C_19_008#8,7,tving,,,
C_19_008#8,8,네이버TV,,,
C_19_008#8,9,넷플릭스(netflix),,,
C_19_008#8,10,아프리카TV,,,
C_19_008#8,11,에브리온TV,,,
C_19_008#8,12,옥수수(B tv plus),,,
C_19_008#8,13,올레TV mobile,,,
C_19_008#8,14,유튜브(Youtube),,,
C_19_008#8,15,왓챠플레이,,,
C_19_008#8,16,카카오TV,,,
C_19_008#8,17,기타,,,
C_19_008#8,18,모름,,,
C_19_008#9,1,GOM TV,,,
C_19_008#9,2,U+ 모바일 tv,,,
C_19_008#9,3,mbc TV,,,
C_19_008#9,4,myK,,,
C_19_008#9,5,POOQ,,,
C_19_008#9,6,SBS플레이어,,,
C_19_008#9,7,tving,,,
C_19_008#9,8,네이버TV,,,
C_19_008#9,9,넷플릭스(netflix),,,
C_19_008#9,10,아프리카TV,,,
C_19_008#9,11,에브리온TV,,,
C_19_008#9,12,옥수수(B tv plus),,,
C_19_008#9,13,올레TV mobile,,,
C_19_008#9,14,유튜브(Youtube),,,
C_19_008#9,15,왓챠플레이,,,
C_19_008#9,16,카카오TV,,,
C_19_008#9,17,기타,,,
C_19_008#9,18,모름,,,
C_19_008#10,1,GOM TV,,,
C_19_008#10,2,U+ 모바일 tv,,,
C_19_008#10,3,mbc TV,,,
C_19_008#10,4,myK,,,
C_19_008#10,5,POOQ,,,
C_19_008#10,6,SBS플레이어,,,
C_19_008#10,7,tving,,,
C_19_008#10,8,네이버TV,,,
C_19_008#10,9,넷플릭스(netflix),,,
C_19_008#10,10,아프리카TV,,,
C_19_008#10,11,에브리온TV,,,
C_19_008#10,12,옥수수(B tv plus),,,
C_19_008#10,13,올레TV mobile,,,
C_19_008#10,14,유튜브(Youtube),,,
C_19_008#10,15,왓챠플레이,,,
C_19_008#10,16,카카오TV,,,
C_19_008#10,17,기타,,,
C_19_008#10,18,모름,,,
C_19_008#11,1,GOM TV,,,
C_19_008#11,2,U+ 모바일 tv,,,
C_19_008#11,3,mbc TV,,,
C_19_008#11,4,myK,,,
C_19_008#11,5,POOQ,,,
C_19_008#11,6,SBS플레이어,,,
C_19_008#11,7,tving,,,
C_19_008#11,8,네이버TV,,,
C_19_008#11,9,넷플릭스(netflix),,,
C_19_008#11,10,아프리카TV,,,
C_19_008#11,11,에브리온TV,,,
C_19_008#11,12,옥수수(B tv plus),,,
C_19_008#11,13,올레TV mobile,,,
C_19_008#11,14,유튜브(Youtube),,,
C_19_008#11,15,왓챠플레이,,,
C_19_008#11,16,카카오TV,,,
C_19_008#11,17,기타,,,
C_19_008#11,18,모름,,,
C_19_008#12,1,GOM TV,,,
C_19_008#12,2,U+ 모바일 tv,,,
C_19_008#12,3,mbc TV,,,
C_19_008#12,4,myK,,,
C_19_008#12,5,POOQ,,,
C_19_008#12,6,SBS플레이어,,,
C_19_008#12,7,tving,,,
C_19_008#12,8,네이버TV,,,
C_19_008#12,9,넷플릭스(netflix),,,
C_19_008#12,10,아프리카TV,,,
C_19_008#12,11,에브리온TV,,,
C_19_008#12,12,옥수수(B tv plus),,,
C_19_008#12,13,올레TV mobile,,,
C_19_008#12,14,유튜브(Youtube),,,
C_19_008#12,15,왓챠플레이,,,
C_19_008#12,16,카카오TV,,,
C_19_008#12,17,기타,,,
C_19_008#12,18,모름,,,
C_19_008#13,1,GOM TV,,,
C_19_008#13,2,U+ 모바일 tv,,,
C_19_008#13,3,mbc TV,,,
C_19_008#13,4,myK,,,
C_19_008#13,5,POOQ,,,
C_19_008#13,6,SBS플레이어,,,
C_19_008#13,7,tving,,,
C_19_008#13,8,네이버TV,,,
C_19_008#13,9,넷플릭스(netflix),,,
C_19_008#13,10,아프리카TV,,,
C_19_008#13,11,에브리온TV,,,
C_19_008#13,12,옥수수(B tv plus),,,
C_19_008#13,13,올레TV mobile,,,
C_19_008#13,14,유튜브(Youtube),,,
C_19_008#13,15,왓챠플레이,,,
C_19_008#13,16,카카오TV,,,
C_19_008#13,17,기타,,,
C_19_008#13,18,모름,,,
C_19_008#14,1,GOM TV,,,
C_19_008#14,2,U+ 모바일 tv,,,
C_19_008#14,3,mbc TV,,,
C_19_008#14,4,myK,,,
C_19_008#14,5,POOQ,,,
C_19_008#14,6,SBS플레이어,,,
C_19_008#14,7,tving,,,
C_19_008#14,8,네이버TV,,,
C_19_008#14,9,넷플릭스(netflix),,,
C_19_008#14,10,아프리카TV,,,
C_19_008#14,11,에브리온TV,,,
C_19_008#14,12,옥수수(B tv plus),,,
C_19_008#14,13,올레TV mobile,,,
C_19_008#14,14,유튜브(Youtube),,,
C_19_008#14,15,왓챠플레이,,,
C_19_008#14,16,카카오TV,,,
C_19_008#14,17,기타,,,
C_19_008#14,18,모름,,,
C_19_008#15,1,GOM TV,,,
C_19_008#15,2,U+ 모바일 tv,,,
C_19_008#15,3,mbc TV,,,
C_19_008#15,4,myK,,,
C_19_008#15,5,POOQ,,,
C_19_008#15,6,SBS플레이어,,,
C_19_008#15,7,tving,,,
C_19_008#15,8,네이버TV,,,
C_19_008#15,9,넷플릭스(netflix),,,
C_19_008#15,10,아프리카TV,,,
C_19_008#15,11,에브리온TV,,,
C_19_008#15,12,옥수수(B tv plus),,,
C_19_008#15,13,올레TV mobile,,,
C_19_008#15,14,유튜브(Youtube),,,
C_19_008#15,15,왓챠플레이,,,
C_19_008#15,16,카카오TV,,,
C_19_008#15,17,기타,,,
C_19_008#15,18,모름,,,
C_19_008#16,1,GOM TV,,,
C_19_008#16,2,U+ 모바일 tv,,,
C_19_008#16,3,mbc TV,,,
C_19_008#16,4,myK,,,
C_19_008#16,5,POOQ,,,
C_19_008#16,6,SBS플레이어,,,
C_19_008#16,7,tving,,,
C_19_008#16,8,네이버TV,,,
C_19_008#16,9,넷플릭스(netflix),,,
C_19_008#16,10,아프리카TV,,,
C_19_008#16,11,에브리온TV,,,
